quantidade,data_do_pedido,status,tipo_do_produto,comprador,pais_do_comprador,valor_do_pedido
26,02/12/2020,Concluída,Carros Vintage,Muscle Machine Inc,EUA,208
39,02/12/2020,Concluída,Carros Vintage,Muscle Machine Inc,EUA,312
33,02/12/2020,Concluída,Carros Vintage,Muscle Machine Inc,EUA,264
29,02/12/2020,Concluída,Carros Vintage,Muscle Machine Inc,EUA,232
23,02/12/2020,Concluída,Carros Vintage,Muscle Machine Inc,EUA,184
22,09/01/2021,Concluída,Carros Vintage,Men 'R' US Retailers Ltd.,EUA,176
20,09/01/2021,Concluída,Carros Vintage,Men 'R' US Retailers Ltd.,EUA,160
36,09/01/2021,Concluída,Carros Vintage,Men 'R' US Retailers Ltd.,EUA,288
46,29/01/2021,Concluída,Carros Vintage,West Coast Collectables Co.,EUA,368
41,29/01/2021,Concluída,Carros Vintage,West Coast Collectables Co.,EUA,328
31,29/01/2021,Concluída,Carros Vintage,West Coast Collectables Co.,EUA,248
49,29/01/2021,Concluída,Carros Vintage,West Coast Collectables Co.,EUA,392
49,29/01/2021,Concluída,Carros Vintage,West Coast Collectables Co.,EUA,392
33,29/01/2021,Concluída,Carros Vintage,West Coast Collectables Co.,EUA,264
27,29/01/2021,Concluída,Carros Vintage,West Coast Collectables Co.,EUA,216
39,29/01/2021,Concluída,Carros Vintage,West Coast Collectables Co.,EUA,312
43,19/02/2021,Concluída,Carros Vintage,Collectable Mini Designs Co.,EUA,344
46,19/02/2021,Concluída,Carros Vintage,Collectable Mini Designs Co.,EUA,368
47,19/02/2021,Concluída,Carros Vintage,Collectable Mini Designs Co.,EUA,376
45,19/02/2021,Concluída,Carros Vintage,Collectable Mini Designs Co.,EUA,360
45,10/03/2021,Concluída,Carros Vintage,Cambridge Collectables Co.,EUA,360
33,10/03/2021,Concluída,Carros Vintage,Cambridge Collectables Co.,EUA,264
24,10/03/2021,Concluída,Carros Vintage,Cambridge Collectables Co.,EUA,192
31,10/03/2021,Concluída,Carros Vintage,Cambridge Collectables Co.,EUA,248
40,29/03/2021,Concluída,Carros Vintage,Tekni Collectables Inc.,EUA,320
46,20/04/2021,Concluída,Carros Vintage,Microscale Inc.,EUA,368
33,26/04/2021,Concluída,Carros Vintage,Diecast Collectables,EUA,264
47,26/04/2021,Concluída,Carros Vintage,Diecast Collectables,EUA,376
45,04/05/2021,Concluída,Carros Vintage,Super Scale Inc.,EUA,360
25,08/05/2021,Concluída,Carros Vintage,Cambridge Collectables Co.,EUA,200
46,08/05/2021,Concluída,Carros Vintage,Cambridge Collectables Co.,EUA,368
50,11/05/2021,Concluída,Carros Vintage,The Sharp Gifts Warehouse,EUA,400
36,11/05/2021,Concluída,Carros Vintage,The Sharp Gifts Warehouse,EUA,288
26,14/06/2021,Concluída,Carros Vintage,The Sharp Gifts Warehouse,EUA,208
49,14/06/2021,Concluída,Carros Vintage,The Sharp Gifts Warehouse,EUA,392
37,14/06/2021,Concluída,Carros Vintage,The Sharp Gifts Warehouse,EUA,296
46,14/06/2021,Concluída,Carros Vintage,The Sharp Gifts Warehouse,EUA,368
50,14/06/2021,Concluída,Carros Vintage,The Sharp Gifts Warehouse,EUA,400
24,21/07/2021,Concluída,Carros Vintage,Collectables For Less Inc.,EUA,192
44,19/08/2021,Concluída,Carros Vintage,Diecast Classics Inc.,EUA,352
45,07/09/2021,Concluída,Carros Vintage,Auto-Moto Classics Inc.,EUA,360
26,07/09/2021,Concluída,Carros Vintage,Auto-Moto Classics Inc.,EUA,208
46,10/09/2021,Concluída,Carros Vintage,Gifts4AllAges.com,EUA,368
22,14/10/2021,Concluída,Carros Vintage,Classic Gift Ideas Inc.,EUA,176
48,14/10/2021,Concluída,Carros Vintage,Classic Gift Ideas Inc.,EUA,384
22,14/10/2021,Concluída,Carros Vintage,Classic Gift Ideas Inc.,EUA,176
47,15/10/2021,Concluída,Carros Vintage,Mini Classics,EUA,376
46,15/10/2021,Concluída,Carros Vintage,Mini Classics,EUA,368
36,04/11/2021,Concluída,Carros Vintage,Online Diecast Creations Co.,EUA,288
43,04/11/2021,Concluída,Carros Vintage,Online Diecast Creations Co.,EUA,344
41,04/11/2021,Concluída,Carros Vintage,Online Diecast Creations Co.,EUA,328
33,04/11/2021,Concluída,Carros Vintage,Online Diecast Creations Co.,EUA,264
41,04/11/2021,Concluída,Carros Vintage,Online Diecast Creations Co.,EUA,328
30,04/11/2021,Concluída,Carros Vintage,Online Diecast Creations Co.,EUA,240
50,04/11/2021,Concluída,Carros Vintage,Online Diecast Creations Co.,EUA,400
48,04/11/2021,Concluída,Carros Vintage,Online Diecast Creations Co.,EUA,384
20,04/11/2021,Concluída,Carros Vintage,Online Diecast Creations Co.,EUA,160
38,05/11/2021,Concluída,Carros Vintage,Vitachrome Inc.,EUA,304
33,05/11/2021,Concluída,Carros Vintage,Vitachrome Inc.,EUA,264
44,17/11/2021,Concluída,Carros Vintage,Motor Mint Distributors Inc.,EUA,352
39,18/11/2021,Concluída,Carros Vintage,Mini Wheels Co.,EUA,312
46,18/11/2021,Concluída,Carros Vintage,Mini Wheels Co.,EUA,368
24,18/11/2021,Concluída,Carros Vintage,Mini Wheels Co.,EUA,192
31,18/11/2021,Concluída,Carros Vintage,Mini Wheels Co.,EUA,248
29,21/11/2021,Concluída,Carros Vintage,Classic Legends Inc.,EUA,232
42,29/11/2021,Concluída,Carros Vintage,Signal Gift Stores,EUA,336
22,29/11/2021,Concluída,Carros Vintage,Signal Gift Stores,EUA,176
40,04/12/2021,Concluída,Carros Vintage,Gift Ideas Corp.,EUA,320
40,04/12/2021,Concluída,Carros Vintage,Gift Ideas Corp.,EUA,320
21,20/01/2022,Concluída,Carros Vintage,Collectables For Less Inc.,EUA,168
44,20/01/2022,Concluída,Carros Vintage,Collectables For Less Inc.,EUA,352
32,20/01/2022,Concluída,Carros Vintage,Collectables For Less Inc.,EUA,256
28,20/01/2022,Concluída,Carros Vintage,Collectables For Less Inc.,EUA,224
42,20/01/2022,Concluída,Carros Vintage,Collectables For Less Inc.,EUA,336
40,20/01/2022,Concluída,Carros Vintage,Collectables For Less Inc.,EUA,320
45,20/01/2022,Concluída,Carros Vintage,Collectables For Less Inc.,EUA,360
35,17/02/2022,Concluída,Carros Vintage,Corporate Gift Ideas Co.,EUA,280
41,17/02/2022,Concluída,Carros Vintage,Corporate Gift Ideas Co.,EUA,328
40,17/02/2022,Concluída,Carros Vintage,Corporate Gift Ideas Co.,EUA,320
25,17/02/2022,Concluída,Carros Vintage,Corporate Gift Ideas Co.,EUA,200
43,23/02/2022,Concluída,Carros Vintage,Corporate Gift Ideas Co.,EUA,344
35,03/03/2022,Concluída,Carros Vintage,FunGiftIdeas.com,EUA,280
27,03/03/2022,Concluída,Carros Vintage,FunGiftIdeas.com,EUA,216
58,01/04/2022,Concluída,Carros Vintage,The Sharp Gifts Warehouse,EUA,464
42,01/04/2022,Concluída,Carros Vintage,The Sharp Gifts Warehouse,EUA,336
38,01/04/2022,Concluída,Carros Vintage,The Sharp Gifts Warehouse,EUA,304
20,07/05/2021,Cancelada,Carros Clássicos,Land of Toys Inc.,EUA,120
44,12/01/2022,Cancelada,Carros Clássicos,Toys4GrownUps.com,EUA,264
21,12/01/2022,Cancelada,Carros Clássicos,Toys4GrownUps.com,EUA,126
49,12/01/2022,Cancelada,Carros Clássicos,Toys4GrownUps.com,EUA,294
38,12/01/2022,Cancelada,Carros Clássicos,Toys4GrownUps.com,EUA,228
46,12/01/2022,Cancelada,Carros Clássicos,Toys4GrownUps.com,EUA,276
36,12/01/2022,Cancelada,Carros Clássicos,Toys4GrownUps.com,EUA,216
41,22/04/2022,Cancelada,Carros Clássicos,The Sharp Gifts Warehouse,EUA,246
43,22/04/2022,Cancelada,Carros Clássicos,The Sharp Gifts Warehouse,EUA,258
64,22/04/2022,Cancelada,Carros Clássicos,The Sharp Gifts Warehouse,EUA,384
13,22/04/2022,Cancelada,Carros Clássicos,The Sharp Gifts Warehouse,EUA,78
26,22/04/2022,Cancelada,Carros Clássicos,The Sharp Gifts Warehouse,EUA,156
66,22/04/2022,Cancelada,Carros Clássicos,The Sharp Gifts Warehouse,EUA,396
76,22/04/2022,Cancelada,Carros Clássicos,The Sharp Gifts Warehouse,EUA,456
59,22/04/2022,Cancelada,Carros Clássicos,The Sharp Gifts Warehouse,EUA,354
59,22/04/2022,Cancelada,Carros Clássicos,The Sharp Gifts Warehouse,EUA,354
19,06/05/2022,Cancelada,Carros Clássicos,Gifts4AllAges.com,EUA,114
47,10/03/2020,Concluída,Carros Clássicos,Motor Mint Distributors Inc.,EUA,282
26,10/03/2020,Concluída,Carros Clássicos,Motor Mint Distributors Inc.,EUA,156
38,10/03/2020,Concluída,Carros Clássicos,Motor Mint Distributors Inc.,EUA,228
46,10/03/2020,Concluída,Carros Clássicos,Motor Mint Distributors Inc.,EUA,276
26,10/03/2020,Concluída,Carros Clássicos,Motor Mint Distributors Inc.,EUA,156
29,10/03/2020,Concluída,Carros Clássicos,Motor Mint Distributors Inc.,EUA,174
44,04/04/2020,Concluída,Carros Clássicos,Classic Legends Inc.,EUA,264
47,04/04/2020,Concluída,Carros Clássicos,Classic Legends Inc.,EUA,282
46,04/04/2020,Concluída,Carros Clássicos,Classic Legends Inc.,EUA,276
32,21/05/2020,Concluída,Carros Clássicos,Signal Gift Stores,EUA,192
22,21/05/2020,Concluída,Carros Clássicos,Signal Gift Stores,EUA,132
43,21/05/2020,Concluída,Carros Clássicos,Signal Gift Stores,EUA,258
25,21/05/2020,Concluída,Carros Clássicos,Signal Gift Stores,EUA,150
23,21/05/2020,Concluída,Carros Clássicos,Signal Gift Stores,EUA,138
49,21/05/2020,Concluída,Carros Clássicos,Signal Gift Stores,EUA,294
22,03/06/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,132
20,03/06/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,120
39,03/06/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,234
46,03/06/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,276
45,03/06/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,270
46,03/06/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,276
20,03/06/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,120
42,03/06/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,252
25,03/06/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,150
36,24/07/2020,Concluída,Carros Clássicos,Technics Stores Inc.,EUA,216
37,24/07/2020,Concluída,Carros Clássicos,Technics Stores Inc.,EUA,222
26,24/07/2020,Concluída,Carros Clássicos,Technics Stores Inc.,EUA,156
49,10/08/2020,Concluída,Carros Clássicos,Mini Creations Ltd.,EUA,294
29,03/09/2020,Concluída,Carros Clássicos,Gift Ideas Corp.,EUA,174
36,05/09/2020,Concluída,Carros Clássicos,Collectables For Less Inc.,EUA,216
33,05/09/2020,Concluída,Carros Clássicos,Collectables For Less Inc.,EUA,198
31,05/09/2020,Concluída,Carros Clássicos,Collectables For Less Inc.,EUA,186
30,05/09/2020,Concluída,Carros Clássicos,Collectables For Less Inc.,EUA,180
25,05/09/2020,Concluída,Carros Clássicos,Collectables For Less Inc.,EUA,150
23,05/09/2020,Concluída,Carros Clássicos,Collectables For Less Inc.,EUA,138
21,05/09/2020,Concluída,Carros Clássicos,Collectables For Less Inc.,EUA,126
48,05/09/2020,Concluída,Carros Clássicos,Collectables For Less Inc.,EUA,288
26,05/09/2020,Concluída,Carros Clássicos,Collectables For Less Inc.,EUA,156
31,05/09/2020,Concluída,Carros Clássicos,Collectables For Less Inc.,EUA,186
37,05/09/2020,Concluída,Carros Clássicos,Collectables For Less Inc.,EUA,222
41,10/10/2020,Concluída,Carros Clássicos,Corporate Gift Ideas Co.,EUA,246
24,10/10/2020,Concluída,Carros Clássicos,Corporate Gift Ideas Co.,EUA,144
23,10/10/2020,Concluída,Carros Clássicos,Corporate Gift Ideas Co.,EUA,138
21,10/10/2020,Concluída,Carros Clássicos,Corporate Gift Ideas Co.,EUA,126
25,10/10/2020,Concluída,Carros Clássicos,Corporate Gift Ideas Co.,EUA,150
32,10/10/2020,Concluída,Carros Clássicos,Corporate Gift Ideas Co.,EUA,192
50,10/10/2020,Concluída,Carros Clássicos,Corporate Gift Ideas Co.,EUA,300
42,11/10/2020,Concluída,Carros Clássicos,Men 'R' US Retailers Ltd.,EUA,252
38,11/10/2020,Concluída,Carros Clássicos,Men 'R' US Retailers Ltd.,EUA,228
50,11/10/2020,Concluída,Carros Clássicos,Men 'R' US Retailers Ltd.,EUA,300
35,11/10/2020,Concluída,Carros Clássicos,Men 'R' US Retailers Ltd.,EUA,210
46,11/10/2020,Concluída,Carros Clássicos,Men 'R' US Retailers Ltd.,EUA,276
20,11/10/2020,Concluída,Carros Clássicos,Men 'R' US Retailers Ltd.,EUA,120
21,20/10/2020,Concluída,Carros Clássicos,Classic Legends Inc.,EUA,126
42,05/11/2020,Concluída,Carros Clássicos,Gift Depot Inc.,EUA,252
24,05/11/2020,Concluída,Carros Clássicos,Gift Depot Inc.,EUA,144
48,05/11/2020,Concluída,Carros Clássicos,Gift Depot Inc.,EUA,288
32,05/11/2020,Concluída,Carros Clássicos,Gift Depot Inc.,EUA,192
34,05/11/2020,Concluída,Carros Clássicos,Gift Depot Inc.,EUA,204
22,05/11/2020,Concluída,Carros Clássicos,Gift Depot Inc.,EUA,132
22,05/11/2020,Concluída,Carros Clássicos,Gift Depot Inc.,EUA,132
39,05/11/2020,Concluída,Carros Clássicos,Gift Depot Inc.,EUA,234
23,13/11/2020,Concluída,Carros Clássicos,Classic Gift Ideas Inc.,EUA,138
23,13/11/2020,Concluída,Carros Clássicos,Classic Gift Ideas Inc.,EUA,138
28,13/11/2020,Concluída,Carros Clássicos,Classic Gift Ideas Inc.,EUA,168
21,14/11/2020,Concluída,Carros Clássicos,Mini Creations Ltd.,EUA,126
33,14/11/2020,Concluída,Carros Clássicos,Mini Creations Ltd.,EUA,198
39,14/11/2020,Concluída,Carros Clássicos,Mini Creations Ltd.,EUA,234
43,14/11/2020,Concluída,Carros Clássicos,Mini Creations Ltd.,EUA,258
23,20/11/2020,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,138
27,20/11/2020,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,162
22,20/11/2020,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,132
30,20/11/2020,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,180
26,20/11/2020,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,156
29,20/11/2020,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,174
45,20/11/2020,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,270
47,20/11/2020,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,282
45,20/11/2020,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,270
46,20/11/2020,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,276
37,20/11/2020,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,222
32,20/11/2020,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,192
38,20/11/2020,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,228
46,20/11/2020,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,276
47,20/11/2020,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,282
45,20/11/2020,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,270
44,25/11/2020,Concluída,Carros Clássicos,Mini Classics,EUA,264
34,25/11/2020,Concluída,Carros Clássicos,Mini Classics,EUA,204
50,25/11/2020,Concluída,Carros Clássicos,Mini Classics,EUA,300
32,25/11/2020,Concluída,Carros Clássicos,Mini Classics,EUA,192
27,25/11/2020,Concluída,Carros Clássicos,Mini Classics,EUA,162
47,26/11/2020,Concluída,Carros Clássicos,Super Scale Inc.,EUA,282
38,26/11/2020,Concluída,Carros Clássicos,Super Scale Inc.,EUA,228
24,26/11/2020,Concluída,Carros Clássicos,Super Scale Inc.,EUA,144
27,26/11/2020,Concluída,Carros Clássicos,Super Scale Inc.,EUA,162
42,02/12/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,252
45,02/12/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,270
42,02/12/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,252
40,02/12/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,240
35,02/12/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,210
38,02/12/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,228
20,02/12/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,120
47,02/12/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,282
27,02/12/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,162
48,02/12/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,288
45,02/12/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,270
40,02/12/2020,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,240
31,09/12/2020,Concluída,Carros Clássicos,Diecast Collectables,EUA,186
40,09/12/2020,Concluída,Carros Clássicos,Diecast Collectables,EUA,240
49,09/12/2020,Concluída,Carros Clássicos,Diecast Collectables,EUA,294
44,09/12/2020,Concluída,Carros Clássicos,Diecast Collectables,EUA,264
42,09/12/2020,Concluída,Carros Clássicos,Diecast Collectables,EUA,252
25,09/12/2020,Concluída,Carros Clássicos,Diecast Collectables,EUA,150
28,09/12/2020,Concluída,Carros Clássicos,Diecast Collectables,EUA,168
39,09/01/2021,Concluída,Carros Clássicos,Men 'R' US Retailers Ltd.,EUA,234
35,29/01/2021,Concluída,Carros Clássicos,West Coast Collectables Co.,EUA,210
21,10/02/2021,Concluída,Carros Clássicos,Signal Collectibles Ltd.,EUA,126
43,10/02/2021,Concluída,Carros Clássicos,Signal Collectibles Ltd.,EUA,258
49,19/02/2021,Concluída,Carros Clássicos,Collectable Mini Designs Co.,EUA,294
38,26/02/2021,Concluída,Carros Clássicos,Collectable Mini Designs Co.,EUA,228
48,26/02/2021,Concluída,Carros Clássicos,Collectable Mini Designs Co.,EUA,288
24,26/02/2021,Concluída,Carros Clássicos,Collectable Mini Designs Co.,EUA,144
21,26/02/2021,Concluída,Carros Clássicos,Collectable Mini Designs Co.,EUA,126
46,26/02/2021,Concluída,Carros Clássicos,Collectable Mini Designs Co.,EUA,276
36,26/02/2021,Concluída,Carros Clássicos,Collectable Mini Designs Co.,EUA,216
24,26/02/2021,Concluída,Carros Clássicos,Collectable Mini Designs Co.,EUA,144
29,10/03/2021,Concluída,Carros Clássicos,Cambridge Collectables Co.,EUA,174
28,04/05/2021,Concluída,Carros Clássicos,Super Scale Inc.,EUA,168
44,04/05/2021,Concluída,Carros Clássicos,Super Scale Inc.,EUA,264
34,04/05/2021,Concluída,Carros Clássicos,Super Scale Inc.,EUA,204
47,30/06/2021,Concluída,Carros Clássicos,Gifts4AllAges.com,EUA,282
20,30/06/2021,Concluída,Carros Clássicos,Gifts4AllAges.com,EUA,120
43,07/07/2021,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,258
36,07/07/2021,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,216
44,07/07/2021,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,264
38,07/07/2021,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,228
43,07/07/2021,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,258
40,07/07/2021,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,240
35,20/07/2021,Concluída,Carros Clássicos,Diecast Classics Inc.,EUA,210
27,20/07/2021,Concluída,Carros Clássicos,Diecast Classics Inc.,EUA,162
39,20/07/2021,Concluída,Carros Clássicos,Diecast Classics Inc.,EUA,234
25,20/07/2021,Concluída,Carros Clássicos,Diecast Classics Inc.,EUA,150
38,02/08/2021,Concluída,Carros Clássicos,Online Mini Collectables,EUA,228
50,02/08/2021,Concluída,Carros Clássicos,Online Mini Collectables,EUA,300
30,02/08/2021,Concluída,Carros Clássicos,Online Mini Collectables,EUA,180
38,02/08/2021,Concluída,Carros Clássicos,Online Mini Collectables,EUA,228
47,02/08/2021,Concluída,Carros Clássicos,Online Mini Collectables,EUA,282
48,02/08/2021,Concluída,Carros Clássicos,Online Mini Collectables,EUA,288
48,02/08/2021,Concluída,Carros Clássicos,Online Mini Collectables,EUA,288
20,02/08/2021,Concluída,Carros Clássicos,Online Mini Collectables,EUA,120
25,06/08/2021,Concluída,Carros Clássicos,Signal Gift Stores,EUA,150
31,06/08/2021,Concluída,Carros Clássicos,Signal Gift Stores,EUA,186
39,06/08/2021,Concluída,Carros Clássicos,Signal Gift Stores,EUA,234
23,06/08/2021,Concluída,Carros Clássicos,Signal Gift Stores,EUA,138
42,06/08/2021,Concluída,Carros Clássicos,Signal Gift Stores,EUA,252
31,06/08/2021,Concluída,Carros Clássicos,Signal Gift Stores,EUA,186
29,06/08/2021,Concluída,Carros Clássicos,Signal Gift Stores,EUA,174
35,06/08/2021,Concluída,Carros Clássicos,Signal Gift Stores,EUA,210
34,06/08/2021,Concluída,Carros Clássicos,Signal Gift Stores,EUA,204
29,06/08/2021,Concluída,Carros Clássicos,Signal Gift Stores,EUA,174
25,19/08/2021,Concluída,Carros Clássicos,Diecast Classics Inc.,EUA,150
44,19/08/2021,Concluída,Carros Clássicos,Diecast Classics Inc.,EUA,264
27,19/08/2021,Concluída,Carros Clássicos,Diecast Classics Inc.,EUA,162
20,19/08/2021,Concluída,Carros Clássicos,Diecast Classics Inc.,EUA,120
44,08/09/2021,Concluída,Carros Clássicos,Land of Toys Inc.,EUA,264
40,08/09/2021,Concluída,Carros Clássicos,Land of Toys Inc.,EUA,240
39,08/09/2021,Concluída,Carros Clássicos,Land of Toys Inc.,EUA,234
26,08/09/2021,Concluída,Carros Clássicos,Land of Toys Inc.,EUA,156
21,08/09/2021,Concluída,Carros Clássicos,Land of Toys Inc.,EUA,126
27,08/09/2021,Concluída,Carros Clássicos,Land of Toys Inc.,EUA,162
24,10/09/2021,Concluída,Carros Clássicos,Gifts4AllAges.com,EUA,144
38,13/10/2021,Concluída,Carros Clássicos,Marta's Replicas Co.,EUA,228
36,13/10/2021,Concluída,Carros Clássicos,Marta's Replicas Co.,EUA,216
27,13/10/2021,Concluída,Carros Clássicos,Marta's Replicas Co.,EUA,162
48,13/10/2021,Concluída,Carros Clássicos,Marta's Replicas Co.,EUA,288
45,13/10/2021,Concluída,Carros Clássicos,Marta's Replicas Co.,EUA,270
37,13/10/2021,Concluída,Carros Clássicos,Marta's Replicas Co.,EUA,222
22,14/10/2021,Concluída,Carros Clássicos,Classic Gift Ideas Inc.,EUA,132
43,03/11/2021,Concluída,Carros Clássicos,Microscale Inc.,EUA,258
45,03/11/2021,Concluída,Carros Clássicos,Microscale Inc.,EUA,270
46,03/11/2021,Concluída,Carros Clássicos,Microscale Inc.,EUA,276
37,04/11/2021,Concluída,Carros Clássicos,FunGiftIdeas.com,EUA,222
27,04/11/2021,Concluída,Carros Clássicos,FunGiftIdeas.com,EUA,162
48,04/11/2021,Concluída,Carros Clássicos,FunGiftIdeas.com,EUA,288
21,04/11/2021,Concluída,Carros Clássicos,FunGiftIdeas.com,EUA,126
24,04/11/2021,Concluída,Carros Clássicos,FunGiftIdeas.com,EUA,144
41,04/11/2021,Concluída,Carros Clássicos,FunGiftIdeas.com,EUA,246
28,04/11/2021,Concluída,Carros Clássicos,FunGiftIdeas.com,EUA,168
33,04/11/2021,Concluída,Carros Clássicos,FunGiftIdeas.com,EUA,198
30,04/11/2021,Concluída,Carros Clássicos,FunGiftIdeas.com,EUA,180
44,04/11/2021,Concluída,Carros Clássicos,FunGiftIdeas.com,EUA,264
26,04/11/2021,Concluída,Carros Clássicos,FunGiftIdeas.com,EUA,156
30,04/11/2021,Concluída,Carros Clássicos,FunGiftIdeas.com,EUA,180
37,04/11/2021,Concluída,Carros Clássicos,FunGiftIdeas.com,EUA,222
25,04/11/2021,Concluída,Carros Clássicos,FunGiftIdeas.com,EUA,150
39,04/11/2021,Concluída,Carros Clássicos,FunGiftIdeas.com,EUA,234
40,04/11/2021,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,240
46,04/11/2021,Concluída,Carros Clássicos,Online Diecast Creations Co.,EUA,276
30,05/11/2021,Concluída,Carros Clássicos,Vitachrome Inc.,EUA,180
49,05/11/2021,Concluída,Carros Clássicos,Vitachrome Inc.,EUA,294
47,05/11/2021,Concluída,Carros Clássicos,Vitachrome Inc.,EUA,282
27,05/11/2021,Concluída,Carros Clássicos,Vitachrome Inc.,EUA,162
34,05/11/2021,Concluída,Carros Clássicos,Vitachrome Inc.,EUA,204
25,05/11/2021,Concluída,Carros Clássicos,Vitachrome Inc.,EUA,150
27,05/11/2021,Concluída,Carros Clássicos,Vitachrome Inc.,EUA,162
39,15/11/2021,Concluída,Carros Clássicos,Land of Toys Inc.,EUA,234
33,15/11/2021,Concluída,Carros Clássicos,Land of Toys Inc.,EUA,198
41,15/11/2021,Concluída,Carros Clássicos,Land of Toys Inc.,EUA,246
38,15/11/2021,Concluída,Carros Clássicos,Land of Toys Inc.,EUA,228
29,15/11/2021,Concluída,Carros Clássicos,Land of Toys Inc.,EUA,174
46,15/11/2021,Concluída,Carros Clássicos,Land of Toys Inc.,EUA,276
41,17/11/2021,Concluída,Carros Clássicos,Motor Mint Distributors Inc.,EUA,246
46,17/11/2021,Concluída,Carros Clássicos,Motor Mint Distributors Inc.,EUA,276
27,17/11/2021,Concluída,Carros Clássicos,Motor Mint Distributors Inc.,EUA,162
44,17/11/2021,Concluída,Carros Clássicos,Motor Mint Distributors Inc.,EUA,264
25,17/11/2021,Concluída,Carros Clássicos,Motor Mint Distributors Inc.,EUA,150
27,17/11/2021,Concluída,Carros Clássicos,Motor Mint Distributors Inc.,EUA,162
26,17/11/2021,Concluída,Carros Clássicos,Motor Mint Distributors Inc.,EUA,156
30,17/11/2021,Concluída,Carros Clássicos,Motor Mint Distributors Inc.,EUA,180
21,17/11/2021,Concluída,Carros Clássicos,Motor Mint Distributors Inc.,EUA,126
26,17/11/2021,Concluída,Carros Clássicos,Motor Mint Distributors Inc.,EUA,156
26,18/11/2021,Concluída,Carros Clássicos,Mini Wheels Co.,EUA,156
25,21/11/2021,Concluída,Carros Clássicos,Classic Legends Inc.,EUA,150
36,21/11/2021,Concluída,Carros Clássicos,Classic Legends Inc.,EUA,216
24,29/11/2021,Concluída,Carros Clássicos,Signal Gift Stores,EUA,144
25,29/11/2021,Concluída,Carros Clássicos,Signal Gift Stores,EUA,150
26,29/11/2021,Concluída,Carros Clássicos,Signal Gift Stores,EUA,156
24,29/11/2021,Concluída,Carros Clássicos,Signal Gift Stores,EUA,144
34,01/12/2021,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,204
36,01/12/2021,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,216
26,01/12/2021,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,156
23,01/12/2021,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,138
38,01/12/2021,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,228
48,01/12/2021,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,288
48,01/12/2021,Concluída,Carros Clássicos,Muscle Machine Inc,EUA,288
30,07/01/2022,Concluída,Carros Clássicos,Mini Creations Ltd.,EUA,180
41,20/01/2022,Concluída,Carros Clássicos,Collectables For Less Inc.,EUA,246
35,08/02/2022,Concluída,Carros Clássicos,Boards & Toys Co.,EUA,210
